Unnamed: 0.2,id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
1672,71672,2011-10-17,Wrong Turn 4: Bloody Beginnings,Wrong Turn 4: Bloody Beginnings,Wrong Turn Collection,52985,31296081
1673,125509,2012-10-23,Wrong Turn 5: Bloodlines,Wrong Turn 5: Bloodlines,Wrong Turn Collection,52985,35916354
1674,259072,2014-08-22,Wrong Turn 6: Last Resort,Wrong Turn 6: Last Resort,Wrong Turn Collection,52985,42211408
1675,19593,1990-02-18,The Death of the Incredible Hulk,The Death of the Incredible Hulk,The Incredible Hulk Collection,114431,7653582
1676,65294,1979-06-13,The Incredible Hulk,The Incredible Hulk,The Incredible Hulk Collection,114431,8002440
1677,26883,1989-05-07,The Trial of the Incredible Hulk,The Trial of the Incredible Hulk,The Incredible Hulk Collection,114431,8002440
1678,79989,1980-01-30,Bride of the Incredible Hulk,Bride of the Incredible Hulk,The Incredible Hulk Collection,114431,8778746
1679,166890,1977-11-27,The Return of the Incredible Hulk,The Return of the Incredible Hulk,The Incredible Hulk Collection,114431,25933979
1680,143,1930-04-29,All Quiet on the Western Front,All Quiet on the Western Front,All Quiet On The Western Front Collection,1070848,4592959
1681,31245,1988-07-14,Hobgoblins,Hobgoblins,The Hobgoblin Collection,429826,3215125
1682,125331,2009-06-23,Hobgoblins 2,Hobgoblins 2,The Hobgoblin Collection,429826,14016156
1683,42754,2007-01-01,Three Can Play That Game,Three Can Play That Game,Can play that game (Shanté Smith) Collection,1146627,7715229
1684,25462,2001-09-07,Two Can Play That Game,Two Can Play That Game,Can play that game (Shanté Smith) Collection,1146627,3130501
1685,354718,1979-01-14,Dallas Cowboys Cheerleaders,Dallas Cowboys Cheerleaders,Dallas Cowboys Cheerleaders - Collection,827148,2376164
1686,374994,1980-01-13,Dallas Cowboys Cheerleaders II,Dallas Cowboys Cheerleaders II,Dallas Cowboys Cheerleaders - Collection,827148,2376164
1687,163447,1987-01-01,Criminally Insane 2,Criminally Insane 2,Crazy Fat Ethel Collection,831249,1924191
1688,100661,1959-11-01,Terror is a Man,Terror is a Man,Blood Island Collection,812830,882893
1689,77889,1968-05-29,Brides of Blood,Brides of Blood,Blood Island Collection,812830,37964651
1690,81477,1969-09-18,Mad Doctor of Blood Island,Mad Doctor of Blood Island,Blood Island Collection,812830,37964634
1691,90315,1970-05-06,Beast of Blood,Beast of Blood,Blood Island Collection,812830,37964683
1692,20694,2003-06-13,Rugrats Go Wild,Rugrats Go Wild,Rugrats Collection,57129,915315
1693,16340,2000-11-17,Rugrats in Paris: The Movie,Rugrats in Paris: The Movie,Rugrats Collection,57129,1518575
1694,6007,2001-03-16,Elling,Elling,Elling Collection,12075,2299232
1695,11166,2003-10-10,Mors Elling,Mother's Elling,Elling Collection,12075,53729019
1696,11402,1954-09-28,The Belles of St. Trinian's,The Belles of St. Trinian's,St. Trinian's Collection,12077,1381474
1697,21077,1960-12-22,The Pure Hell of St. Trinian's,The Pure Hell of St. Trinian's,St. Trinian's Collection,12077,1381470
1698,14387,1966-03-11,The Great St. Trinian's Train Robbery,The Great St. Trinian's Train Robbery,St. Trinian's Collection,12077,1381483
1699,36199,2002-03-02,デジモンテイマーズ 暴走デジモン特急,Digimon Tamers: Runaway Locomon,Digimon Tamers Collection,1214254,21344645
1700,36200,2001-07-14,デジモンテイマーズ 冒険者たちの戦い,Digimon Tamers: Battle of Adventurers,Digimon Tamers Collection,1214254,26816017
1701,10869,1974-02-12,Herbie Rides Again,Herbie Rides Again,Herbie Collection,12087,2092559
1702,11451,2005-06-22,Herbie Fully Loaded,Herbie Fully Loaded,Herbie Collection,12087,1549008
1703,12129,1980-06-25,Herbie Goes Bananas,Herbie Goes Bananas,Herbie Collection,12087,2303104
1704,14140,1977-06-24,Herbie Goes to Monte Carlo,Herbie Goes to Monte Carlo,Herbie Collection,12087,512161
1705,14136,1968-12-23,The Love Bug,The Love Bug,Herbie Collection,12087,273456
1706,32643,1997-11-29,The Love Bug,The Love Bug,Herbie Collection,12087,8152043
1707,40132,1978-04-20,La via della prostituzione,Emanuelle and the White Slave Trade,Black Emanuelle Collection,227140,41380331
1708,28325,1977-09-16,Emanuelle - Perché violenza alle donne?,Emanuelle Around the World,Black Emanuelle Collection,227140,16090838
1709,28324,1977-10-21,Emanuelle e gli ultimi cannibali,Emanuelle and the Last Cannibals,Black Emanuelle Collection,227140,16090838
1710,40348,1975-11-27,Emanuelle nera,Black Emanuelle,Black Emanuelle Collection,227140,3493321
1711,59068,1977-08-10,Suor Emanuelle,Sister Emanuelle,Black Emanuelle Collection,227140,16090838
1712,158618,1978-05-17,Emanuelle e le porno notti nel mondo n. 2,Emanuelle and the Porno Nights of the World N. 2,Black Emanuelle Collection,227140,13283102
1713,407742,1978-04-20,Le notti porno nel mondo nº 2,Sexy Night Report n. 2,Black Emanuelle Collection,227140,289253
1714,158611,1977-12-20,Le notti porno nel mondo,Sexy Night Report,Black Emanuelle Collection,227140,2854011
1715,263262,1938-11-18,Sixty Glorious Years,Sixty Glorious Years,Queen Victoria Collection,1175370,26092037
1716,55762,1977-01-14,Sweeney!,Sweeney!,The Sweeney Movie Collection,270156,16888879
1717,55766,1978-03-30,Sweeney 2,Sweeney 2,The Sweeney Movie Collection,270156,16907084
1718,505383,1974-06-04,Regan,Regan,The Sweeney Movie Collection,270156,1028644
1719,11430,2004-02-06,The Lion King 1½,The Lion King 1½,The Lion King Collection,94032,385706
1720,9732,1998-10-24,The Lion King II: Simba's Pride,The Lion King II: Simba's Pride,The Lion King Collection,94032,307553
1721,8587,1994-06-24,The Lion King,The Lion King,The Lion King Collection,94032,88678
1722,90,1984-12-05,Beverly Hills Cop,Beverly Hills Cop,Beverly Hills Cop Collection,85861,680398
1723,306,1994-05-24,Beverly Hills Cop III,Beverly Hills Cop III,Beverly Hills Cop Collection,85861,1138104
1724,201937,1994-11-09,Prehysteria! 2,Prehysteria! 2,Prehysteria Collection,640872,2501266
1725,79500,1993-06-30,Prehysteria!,Prehysteria!,Prehysteria Collection,640872,2501266
1726,201938,1995-09-26,Prehysteria! 3,Prehysteria! 3,Prehysteria Collection,640872,2501266
1727,29912,1953-09-16,The Robe,The Robe,Demetrius Collection,366444,7548602
1728,18498,1985-01-18,Ghoulies,Ghoulies,Ghoulies Collection,44913,58258201
1729,44909,1990-08-15,Ghoulies III: Ghoulies Go to College,Ghoulies III: Ghoulies Go to College,Ghoulies Collection,44913,7818422
1730,30654,1994-08-17,Ghoulies IV,Ghoulies IV,Ghoulies Collection,44913,2501408
1731,16246,1974-07-28,Gone in 60 Seconds,Gone in 60 Seconds,Gone in 60 Seconds Trilogy,391040,2187884
1732,54498,1982-08-28,The Junkman,The Junkman,Gone in 60 Seconds Trilogy,391040,2139989
1733,83507,1983-10-28,Deadline Auto Theft,Deadline Auto Theft,Gone in 60 Seconds Trilogy,391040,3645302
1734,14728,2008-10-25,The Librarian: The Curse of the Judas Chalice,The Librarian: The Curse of the Judas Chalice,The Librarian Collection,85890,17942252
1735,14207,2004-07-12,The Librarian: Quest for the Spear,The Librarian: Quest for the Spear,The Librarian Collection,85890,1348785
1736,332,1999-07-23,Inspector Gadget,Inspector Gadget,Inspector Gadget Collection,237445,4180278
1737,17264,1979-10-13,The Black Stallion,The Black Stallion,The Black Stallion Collection,405393,165330
1738,37609,2006-07-31,The Cheetah Girls 2,The Cheetah Girls 2,The Cheetah Girls Collection,425880,4289078
1739,32293,2003-08-15,The Cheetah Girls,The Cheetah Girls,The Cheetah Girls Collection,425880,1373475
1740,27621,2008-08-22,The Cheetah Girls: One World,The Cheetah Girls: One World,The Cheetah Girls Collection,425880,9555242
1741,12721,1986-05-02,"No Retreat, No Surrender","No Retreat, No Surrender","No Retreat, No Surrender Collection",384920,1226871
1742,42012,1987-11-05,"No Retreat, No Surrender 2: Raging Thunder","No Retreat, No Surrender 2: Raging Thunder","No Retreat, No Surrender Collection",384920,3019993
1743,36884,1990-01-25,"No Retreat, No Surrender 3: Blood Brothers","No Retreat, No Surrender 3: Blood Brothers","No Retreat, No Surrender Collection",384920,171259
1744,68895,1990-11-01,The King of the Kickboxers,The King of the Kickboxers,"No Retreat, No Surrender Collection",384920,4162938
1745,36934,1991-10-01,American Shaolin,American Shaolin,"No Retreat, No Surrender Collection",384920,39311
1746,207376,1995-07-11,Thunder in Paradise 3,Thunder in Paradise 3,Thunder in Paradise Collection,425881,2400894
1747,348,1979-05-25,Alien,Alien,Alien Collection,8091,23487440
1748,679,1986-07-18,Aliens,Aliens,Alien Collection,8091,213472
1749,8077,1992-05-22,Alien³,Alien³,Alien Collection,8091,213251
1750,8078,1997-11-12,Alien Resurrection,Alien Resurrection,Alien Collection,8091,15496969
1751,54433,1995-03-11,ガメラ 大怪獣空中決戦,Gamera: Guardian of the Universe,Gamera (Heisei) Collection,657313,4399341
1752,60159,1999-03-06,ガメラ3 邪神＜イリス＞覚醒,Gamera 3: Revenge of Iris,Gamera (Heisei) Collection,657313,2718584
1753,53031,1972-04-15,Living Free,Living Free,Born Free Collection,354210,585824
1754,35842,1996-04-27,Born Free: A New Adventure,Born Free: A New Adventure,Born Free Collection,354210,54494397
1755,15347,1966-03-26,Born Free,Born Free,Born Free Collection,354210,171690
1756,9545,1993-01-29,Sniper,Sniper,Sniper Collection,14246,410832
1757,14245,2002-12-28,Sniper 2,Sniper 2,Sniper Collection,14246,780873
1758,14247,2004-10-19,Sniper 3,Sniper 3,Sniper Collection,14246,8536802
1759,58767,2011-04-26,Sniper: Reloaded,Sniper: Reloaded,Sniper Collection,14246,30786877
1760,290729,2014-09-30,Sniper: Legacy,Sniper: Legacy,Sniper Collection,14246,43476686
1761,407375,2016-08-02,Sniper: Ghost Shooter,Sniper: Ghost Shooter,Sniper Collection,14246,50653299
1762,464889,2017-10-03,Sniper: Ultimate Kill,Sniper: Ultimate Kill,Sniper Collection,14246,52823329
1763,702936,2020-06-15,Sniper: Assassin's End,Sniper: Assassin's End,Sniper Collection,14246,63929029
1764,997120,2022-08-16,Sniper: Rogue Mission,Sniper: Rogue Mission,Sniper Collection,14246,43476960
1765,11395,1994-11-11,The Santa Clause,The Santa Clause,The Santa Clause Collection,53159,144415
1766,13767,2006-11-02,The Santa Clause 3: The Escape Clause,The Santa Clause 3: The Escape Clause,The Santa Clause Collection,53159,3257958
1767,64143,1939-03-24,Three Smart Girls Grow Up,Three Smart Girls Grow Up,Three Smart Girls Trilogy,1361831,172432
1768,218113,1943-07-16,Hers to Hold,Hers to Hold,Three Smart Girls Trilogy,1361831,42464734
1769,89545,1973-04-10,Class of '44,Class of '44,Summer of '42 Collection,1286059,2150352
1770,14194,2006-11-24,धूम २,Dhoom 2,Dhoom Collection,44976,2513427
1771,9666,2003-08-15,呪怨2,Ju-on: The Grudge 2,Ju-on Collection,1972,3614997
1772,11838,2002-10-18,呪怨,Ju-on: The Grudge,Ju-on Collection,1972,2033359
1773,32250,2000-02-11,呪怨,Ju-on: The Curse,Ju-on Collection,1972,3614858
1774,44203,2000-03-25,呪怨2 ビデオ版,Ju-On: The Curse 2,Ju-on Collection,1972,6159275
1775,10547,1996-05-31,The Arrival,The Arrival,The Arrival Collection,116661,4260551
1776,19154,1998-11-06,The Second Arrival,The Second Arrival,The Arrival Collection,116661,3273263
1777,10045,2004-11-09,Banlieue 13,District B13,District 13 Collection,85946,3318002
1778,15357,2009-02-18,Banlieue 13 - Ultimatum,District 13: Ultimatum,District 13 Collection,85946,20030612
1779,17532,2009-04-28,S. Darko,S. Darko,Darko Collection,178106,17346283
1780,13417,2005-12-05,Kronk's New Groove,Kronk's New Groove,The Emperor's New Groove Collection,178117,3492883
1781,11688,2000-12-15,The Emperor's New Groove,The Emperor's New Groove,The Emperor's New Groove Collection,178117,338869
1782,28933,2001-03-15,The Brotherhood,The Brotherhood,The Brotherhood Collection,262086,4977595
1783,44259,2001-09-25,The Brotherhood 2: Young Warlocks,The Brotherhood 2: Young Warlocks,The Brotherhood Collection,262086,162503
1784,28927,2003-04-23,The Brotherhood III: Young Demons,The Brotherhood III: Young Demons,The Brotherhood Collection,262086,34305479
1785,181965,2005-03-01,The Brotherhood IV: the Complex,The Brotherhood IV: the Complex,The Brotherhood Collection,262086,34305479
1786,42450,1974-08-08,Macon County Line,Macon County Line,Macon County Collection,458697,17657295
1787,32172,2009-04-01,2 ഹരിഹർനഗർ,2 Harihar Nagar,Harihar Nagar  Collection,415694,20163502
1788,862,1995-10-30,Toy Story,Toy Story,Toy Story Collection,10194,53085
1789,863,1999-10-30,Toy Story 2,Toy Story 2,Toy Story Collection,10194,335298
1790,1084244,2026-06-17,Toy Story 5,Toy Story 5,Toy Story Collection,10194,57782491
1791,33392,1938-12-30,Charlie Chan in Honolulu,Charlie Chan in Honolulu,Charlie Chan (Sidney Toler) Collection,413661,25766248
1792,33394,1939-06-16,Charlie Chan in Reno,Charlie Chan in Reno,Charlie Chan (Sidney Toler) Collection,413661,172432
1793,33388,1939-08-31,Charlie Chan at Treasure Island,Charlie Chan at Treasure Island,Charlie Chan (Sidney Toler) Collection,413661,172432
1794,33389,1939-11-15,City in Darkness,City in Darkness,Charlie Chan (Sidney Toler) Collection,413661,311915
1795,38458,1940-03-01,Charlie Chan in Panama,Charlie Chan in Panama,Charlie Chan (Sidney Toler) Collection,413661,172421
1796,38456,1940-05-02,Charlie Chan's Murder Cruise,Charlie Chan's Murder Cruise,Charlie Chan (Sidney Toler) Collection,413661,27749703
1797,38457,1940-09-06,Charlie Chan at the Wax Museum,Charlie Chan at the Wax Museum,Charlie Chan (Sidney Toler) Collection,413661,172421
1798,38459,1940-12-13,Murder Over New York,Murder Over New York,Charlie Chan (Sidney Toler) Collection,413661,1259785
1799,38460,1941-03-28,Dead Men Tell,Dead Men Tell,Charlie Chan (Sidney Toler) Collection,413661,172418
1800,38461,1941-09-05,Charlie Chan in Rio,Charlie Chan in Rio,Charlie Chan (Sidney Toler) Collection,413661,172418
1801,29328,1942-02-02,Castle in the Desert,Castle in the Desert,Charlie Chan (Sidney Toler) Collection,413661,30296647
1802,38462,1944-02-14,Charlie Chan in the Secret Service,Charlie Chan in the Secret Service,Charlie Chan (Sidney Toler) Collection,413661,30323221
1803,38463,1944-05-20,Charlie Chan in The Chinese Cat,Charlie Chan in The Chinese Cat,Charlie Chan (Sidney Toler) Collection,413661,30312846
1804,38464,1944-08-19,Black Magic,Black Magic,Charlie Chan (Sidney Toler) Collection,413661,30301695
1805,38468,1945-01-26,Charlie Chan in The Jade Mask,Charlie Chan in The Jade Mask,Charlie Chan (Sidney Toler) Collection,413661,30251159
1806,38466,1945-08-01,The Red Dragon,The Red Dragon,Charlie Chan (Sidney Toler) Collection,413661,25769021
1807,38465,1945-09-29,The Shanghai Cobra,The Shanghai Cobra,Charlie Chan (Sidney Toler) Collection,413661,11716056
1808,38469,1946-06-27,Shadows Over Chinatown,Shadows Over Chinatown,Charlie Chan (Sidney Toler) Collection,413661,30247669
1809,38470,1946-10-12,Dangerous Money,Dangerous Money,Charlie Chan (Sidney Toler) Collection,413661,1226363
1810,38472,1946-11-30,The Trap,The Trap,Charlie Chan (Sidney Toler) Collection,413661,25768880
1811,38471,1946-05-25,Dark Alibi,Dark Alibi,Charlie Chan (Sidney Toler) Collection,413661,2790437
1812,69554,2006-06-06,കീര്‍ത്തിചക്ര,Keerthi Chakra,Major Mahadevan Collection,415712,5865108
1813,320742,2008-01-01,കുരുക്ഷേത്ര,Kurukshetra,Major Mahadevan Collection,415712,22731250
1814,234631,2010-12-16,കാണ്ഡഹാർ,Kandahar,Major Mahadevan Collection,415712,22084176
1815,428741,2017-04-07,1971: ബിയോണ്ട് ബോര്‍ഡേഴ്സ്,1971: Beyond Borders,Major Mahadevan Collection,415712,52167951
1816,21930,1965-11-27,大怪獣ガメラ,"Gamera, the Giant Monster",Gamera (Showa) Collection,161766,1940057
1817,22899,1966-04-17,大怪獣決闘 ガメラ対バルゴン,Gamera vs. Barugon,Gamera (Showa) Collection,161766,13617351
1818,26947,1969-03-21,ガメラ対大悪獣ギロン,Gamera vs. Guiron,Gamera (Showa) Collection,161766,1529272
1819,70327,1970-03-21,ガメラ対大魔獣ジャイガー,Gamera vs. Jiger,Gamera (Showa) Collection,161766,2550322
1820,70322,1971-07-17,ガメラ対深海怪獣ジグラ,Gamera vs. Zigra,Gamera (Showa) Collection,161766,3663383
1821,9552,1973-12-26,The Exorcist,The Exorcist,The Exorcist Collection,12263,725459
1822,11586,1977-06-17,Exorcist II: The Heretic,Exorcist II: The Heretic,The Exorcist Collection,12263,571383
1823,11026,2004-08-20,Exorcist: The Beginning,Exorcist: The Beginning,The Exorcist Collection,12263,919546
1824,12700,2005-05-20,Dominion: Prequel to The Exorcist,Dominion: Prequel to The Exorcist,The Exorcist Collection,12263,3326231
1825,807172,2023-10-04,The Exorcist: Believer,The Exorcist: Believer,The Exorcist Collection,12263,71175560
1826,1669,1990-03-02,The Hunt for Red October,The Hunt for Red October,The Jack Ryan Collection,192492,3557540
1827,9331,1994-08-03,Clear and Present Danger,Clear and Present Danger,The Jack Ryan Collection,192492,1617626
1828,79875,1981-05-01,Kill and Kill Again,Kill and Kill Again,Kill or Be Killed Collection,124915,534408
1829,33337,1978-01-18,Tendre Poulet,Dear Inspector,Inspector Tanquerelle,159742,7246665
1830,61243,1980-02-06,On a volé la cuisse de Jupiter,Jupiter's Thigh,Inspector Tanquerelle,159742,17810059
1116,938505,1977-05-27,รักอุตลุด,Rak Ootalood,Wai Onlawon,938511,-1
1117,938506,1978-08-21,ชื่นชุลมุน,Chuen Choolamoon,Wai Onlawon,938511,-1
