,Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Unnamed: 0,id,release_date,original_title,title,collection,collection_id
45916,7639116,/m/0kvc_d,Leprechaun: Back 2 tha Hood,2003,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/01585b"": ""Slasher""}",805,19288,2003-12-30,Leprechaun: Back 2 tha Hood,Leprechaun: Back 2 tha Hood,Leprechaun Collection,19285
45965,12414269,/m/02w4bjr,Young Black Stallion,2003-12-25,,51.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}",1710,42418,2003-12-25,Young Black Stallion,Young Black Stallion,The Black Stallion Collection,405393
45981,2821897,/m/084wv5,Children of the Corn: The Final Sacrifice,1993-01-29,6980986.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",504,25748,1992-01-29,Children of the Corn II: The Final Sacrifice,Children of the Corn II: The Final Sacrifice,Children of the Corn Collection,115225
46095,6079405,/m/0fp141,The Cutting Edge: Going for the Gold,2006-03-28,,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",1492,14872,2006-02-07,The Cutting Edge: Going for the Gold,The Cutting Edge: Going for the Gold,The Cutting Edge Collection,110179
46132,871066,/m/03k9cq,Quatermass and the Pit,1967-11-09,,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0l13q"": ""Alien invasion"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",799,26912,1967-11-09,Quatermass and the Pit,Quatermass and the Pit,Quatermass (Hammer series),123726
46262,5812638,/m/0f6l58,Midnight Run for Your Life,1994-06-11,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/05p553"": ""Comedy film"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",355,437066,1994-07-14,Midnight Run for Your Life,Midnight Run for Your Life,Midnight Run Collection,633215
46380,5078515,/m/0d1qmz,You Only Live Twice,1967-06-12,,117.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",614,667,1967-06-13,You Only Live Twice,You Only Live Twice,James Bond Collection,645
46412,11441669,/m/02rcrqp,Pardon Mon Affaire,1976-09-22,,105.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",1325,2459,1976-09-22,Un éléphant ça trompe énormément,Pardon Mon Affaire,Un éléphant ça trompe énormément,351667
46479,34247717,/m/0hzn5wp,Anche gli angeli tirano di destro,1974-09-10,,111.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}",1303,41897,1974-09-10,Anche gli angeli tirano di destro,Charleston,Even Angels Collection,296358
46517,9830229,/m/02ptczs,Rosemary's Baby,1968-06-12,33395426.0,136.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery""}",86,805,1968-06-12,Rosemary's Baby,Rosemary's Baby,Rosemary's Baby Collection,264338
46542,20097181,/m/04ygk5x,The Jungle Captive,1945,,63.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",140,84711,1945-06-25,The Jungle Captive,The Jungle Captive,The Ape Woman Collection,809152
46736,4990409,/m/0cysc6,Wild Things: Diamonds in the Rough,2005-02-19,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06b0n3"": ""Sexploitation""}",227,17124,2005-02-19,Wild Things: Diamonds in the Rough,Wild Things: Diamonds in the Rough,Wild Things Collection,33059
46773,3591767,/m/09njsx,Terror by Night,1946,,60.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/028v3"": ""Detective fiction"", ""/m/0vjs6"": ""Detective"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller""}",1300,20408,1946-02-01,Terror by Night,Terror by Night,Sherlock Holmes (Basil Rathbone) Collection,478628
46796,156644,/m/014kq6,Die Another Day,2002-11-18,431900000.0,133.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02hwhyv"": ""Korean Language"", ""/m/06nm1"": ""Spanish Language"", ""/m/012w70"": ""Cantonese"", ""/m/02h40lc"": ""English Language"", ""/m/01gmkg"": ""Icelandic Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",629,36669,2002-11-17,Die Another Day,Die Another Day,James Bond Collection,645
46804,8446486,/m/0273q8b,Fong Sai-Yuk,1993,,100.0,"{""/m/0459q4"": ""Standard Cantonese"", ""/m/012w70"": ""Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/01jfsb"": ""Thriller"", ""/m/03q4nz"": ""World cinema"", ""/m/03g3w"": ""History"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",37,17653,1993-03-04,方世玉,The Legend of Fong Sai Yuk,Fong Sai Yuk Collection,122945
46804,8446486,/m/0273q8b,Fong Sai-Yuk,1993,,100.0,"{""/m/0459q4"": ""Standard Cantonese"", ""/m/012w70"": ""Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/01jfsb"": ""Thriller"", ""/m/03q4nz"": ""World cinema"", ""/m/03g3w"": ""History"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",38,17811,1993-07-30,方世玉續集,The Legend II,Fong Sai Yuk Collection,122945
46991,406339,/m/024gy8,The Crow,1994-05-11,144693129.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",1139,9495,1994-05-11,The Crow,The Crow,The Crow Collection,9436
47121,33097113,/m/0h63xnw,Tomie,1999-03-06,,95.0,{},{},"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/03npn"": ""Horror""}",65,37726,1998-10-06,富江,Tomie,Tomie Collection,139394
47162,7548602,/m/0kvb6p,The Robe,1953,36000000.0,134.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04p5fxn"": ""Christian film"", ""/m/01lmb_"": ""Sword and Sandal"", ""/m/04xvh5"": ""Costume drama"", ""/m/0520lz"": ""Roadshow theatrical release"", ""/m/06l3bl"": ""Epic"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama""}",1694,29912,1953-09-16,The Robe,The Robe,Demetrius Collection,366444
47247,17249476,/m/043nwy8,A Pistol for Ringo,,,98.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/06mkj"": ""Spain"", ""/m/03rjj"": ""Italy""}","{""/m/0hfjk"": ""Western"", ""/m/0771_"": ""Spaghetti Western""}",607,56431,1965-05-12,Una pistola per Ringo,A Pistol for Ringo,Ringo Collection,473730
47298,11992,/m/034xx,Godzilla vs. the Sea Monster,1966-12-17,,83.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster"", ""/m/0gw5n2f"": ""Japanese Movies""}",1601,3115,1966-12-17,ゴジラ・エビラ・モスラ　南海の大決闘,"Ebirah, Horror of the Deep",Godzilla (Showa) Collection,374509
47308,11988,/m/034xh,King Kong vs. Godzilla,1962-08-11,,92.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0g092b"": ""Monster movie"", ""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster""}",1597,1680,1962-08-11,キングコング対ゴジラ,King Kong vs. Godzilla,Godzilla (Showa) Collection,374509
47457,4389723,/m/0b_p58,Muscle Beach Party,1964,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04t36"": ""Musical"", ""/m/0hj3mw3"": ""Beach Film"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen"", ""/m/07ftpb"": ""Beach Party film""}",397,27376,1964-03-25,Muscle Beach Party,Muscle Beach Party,Beach Party Collection,338327
47509,9024466,/m/027txfy,The Parent Trap III,1989,,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy""}",1226,64183,1989-04-09,Parent Trap III,Parent Trap III,The Parent Trap Collection,216395
47575,9803131,/m/02pspbs,Calling Dr. Death,1943,,63.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01g6gs"": ""Black-and-white""}",333,38273,1943-12-17,Calling Dr. Death,Calling Dr. Death,Inner Sanctum Mysteries Collection,1005941
47603,15717360,/m/03nr22s,Three Smart Girls Grow Up,1939-03-24,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01g6gs"": ""Black-and-white"", ""/m/04t36"": ""Musical"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}",1746,64143,1939-03-24,Three Smart Girls Grow Up,Three Smart Girls Grow Up,Three Smart Girls Trilogy,1361831
47759,11437850,/m/02rckkx,Dawn: Portrait of a Teenage Runaway,1976-09-27,,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/02b5_l"": ""Teen""}",206,212914,1976-09-27,Dawn: Portrait of a Teenage Runaway,Dawn: Portrait of a Teenage Runaway,Teenage Runaway Collection,930059
47816,3303351,/m/094ff_,House of Dracula,1945-12-07,,67.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",321,30793,1945-12-07,House of Dracula,House of Dracula,Dracula (Universal) Collection,221539
47869,42993,/m/0bt4g,Back to the Future,1985-07-03,383874862.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/09n5t_"": ""Americana"", ""/m/09kqc"": ""Humour"", ""/m/01z4y"": ""Comedy"", ""/m/07s2s"": ""Time travel"", ""/m/0cq23f0"": ""Sci-Fi Adventure"", ""/m/0hqxf"": ""Family Film""}",201,105,1985-07-03,Back to the Future,Back to the Future,Back to the Future Collection,264
47883,11418397,/m/02rbsv4,Victoria the Great,1937,,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0hj3mx2"": ""British Empire Film"", ""/m/02p0szs"": ""Historical fiction"", ""/m/01g6gs"": ""Black-and-white"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/02l7c8"": ""Romance Film""}",1679,263261,1937-09-01,Victoria the Great,Victoria the Great,Queen Victoria Collection,1175370
47996,2900798,/m/08b79b,Beyond the Poseidon Adventure,1979,,114.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/01drsx"": ""Disaster"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure""}",1422,31638,1979-05-18,Beyond the Poseidon Adventure,Beyond the Poseidon Adventure,The Poseidon Adventure Collection,372257
48077,1380847,/m/04y338,Wrong Turn,2003-05-18,28650575.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0b7z1vt"": ""Road-Horror""}",1619,9902,2003-05-30,Wrong Turn,Wrong Turn,Wrong Turn Collection,52985
48078,7764053,/m/026c7sp,The Librarian: Return to King Solomon's Mines,2006-12-03,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/015w9s"": ""Television movie""}",1705,14208,2006-09-09,The Librarian: Return to King Solomon's Mines,The Librarian: Return to King Solomon's Mines,The Librarian Collection,85890
48095,157481,/m/01kf4tt,Diamonds Are Forever,1971-12-14,116000000.0,115.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",616,681,1971-12-14,Diamonds Are Forever,Diamonds Are Forever,James Bond Collection,645
48157,19479460,/m/0d90m,X-Men,2000-07-13,296339527.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",1472,611559,1995-08-11,Black Fox: Good Men and Bad,Black Fox: Good Men and Bad,Black Fox Collection,665170
48174,1267738,/m/04nnt5,Aparajito,1956,,113.0,"{""/m/01c7y"": ""Bengali Language""}","{""/m/03rk0"": ""India""}","{""/m/0n6n298"": ""Bengali Cinema"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/01chg"": ""Bollywood""}",665,897,1956-10-11,অপরাজিত,Aparajito,The Apu Trilogy,158391
48191,3746,/m/017n9,Blade Runner,1982-06-25,33139618.0,116.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/012w70"": ""Cantonese"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language"", ""/m/02ztjwg"": ""Hungarian language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03h64"": ""Hong Kong""}","{""/m/01jfsb"": ""Thriller"", ""/m/01qpc"": ""Cyberpunk"", ""/m/06n90"": ""Science Fiction"", ""/m/0279xh5"": ""Future noir"", ""/m/02m4t"": ""Existentialism"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/02xh1"": ""Film noir"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/026ny"": ""Dystopia"", ""/m/03j0dp"": ""Neo-noir""}",1018,31264,1982-12-13,Ator 2 - L'invincibile Orion,The Blade Master,Ator Collection,48194
48259,8589723,/m/02792s8,"Shake, Rattle & Roll 8",2006-12-25,,134.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/02h40lc"": ""English Language""}","{""/m/05v8c"": ""Philippines""}","{""/m/04q6sch"": ""Comedy horror"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0gxblw4"": ""Filipino Movies""}",1451,355673,2006-12-25,"Shake, Rattle & Roll 8","Shake, Rattle & Roll 8","Shake, Rattle & Roll Collection",527950
48288,2251161,/m/06z8hq,Damien: Omen II,1978-06-09,26518355.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0g9psvk"": ""Demonic child"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/01q03"": ""Cult"", ""/m/02n4kr"": ""Mystery"", ""/m/02wtdps"": ""Crime Thriller""}",657,10766,1978-06-09,Damien: Omen II,Damien: Omen II,The Omen Collection,10919
48357,13976657,/m/03cpz40,Dick Tracy,1945,,61.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0vjs6"": ""Detective"", ""/m/02xh1"": ""Film noir""}",727,112842,1945-12-01,Dick Tracy,Dick Tracy,Dick Tracy Collection,224011
48396,695283,/m/033g4d,Lethal Weapon 4,1998-07-10,285444603.0,128.0,"{""/m/0459q4"": ""Standard Cantonese"", ""/m/03115z"": ""Mandarin Chinese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language"", ""/m/012w70"": ""Cantonese""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0556j8"": ""Buddy film"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/0399b7"": ""Buddy cop"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01z4y"": ""Comedy"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",906,944,1998-07-10,Lethal Weapon 4,Lethal Weapon 4,Lethal Weapon Collection,945
48579,2259783,/m/06zz7m,Confessions from a Holiday Camp,1977,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0gsy3b"": ""Sex comedy"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",712,50076,1977-08-01,Confessions from a Holiday Camp,Confessions from a Holiday Camp,Confessions Collection,133891
48867,29781,/m/07bw7,The Texas Chain Saw Massacre,1974-10-01,30859000.0,75.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/01q03"": ""Cult""}",1066,30497,1974-10-11,The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,Texas Chainsaw Massacre Collection,111751
48951,664496,/m/030zf9,The Last Seduction,1994-05-26,,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0219x_"": ""Indie"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/03j0dp"": ""Neo-noir""}",1338,25284,1994-05-26,The Last Seduction,The Last Seduction,The Last Seduction Collection,1154497
48988,16037718,/m/03qlnrx,Looking for Mr. Goodbar,1977-10-19,22512655.0,136.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/09blyk"": ""Psychological thriller"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/0hj3n34"": ""Feminist Film"", ""/m/03pgfj"": ""New Hollywood""}",561,37749,1977-10-19,Looking for Mr. Goodbar,Looking for Mr. Goodbar,The Goodbar Collection,930413
49022,490101,/m/02gqm3,Never Say Never Again,1983,160000000.0,133.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",634,36670,1983-10-07,Never Say Never Again,Never Say Never Again,James Bond Collection,645
49030,5107779,/m/0d2_8m,Poison Ivy: The New Seduction,1997,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/02nxfrh"": ""Adult"", ""/m/01yldk"": ""Softcore Porn"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02js9"": ""Erotica""}",1015,18222,1997-05-20,Poison Ivy: The New Seduction,Poison Ivy: The New Seduction,Poison Ivy Collection,48188
49060,1490639,/m/055gwx,Pokémon The Movie 2000,2000-07-21,133949270.0,109.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hqxf"": ""Family Film"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/095bb"": ""Animated cartoon""}",1166,12599,1999-07-17,劇場版ポケットモンスター 幻のポケモン ルギア爆誕,Pokémon the Movie 2000,Pokémon Collection,34055
49080,1976548,/m/06bbrh,Dead or Alive,1999-11-05,,105.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/03115z"": ""Mandarin Chinese"", ""/m/0653m"": ""Standard Mandarin""}","{""/m/03_3d"": ""Japan""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/073_6"": ""Surrealism"", ""/m/09blyk"": ""Psychological thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/02kdv5l"": ""Action""}",17,11315,1999-11-27,DEAD OR ALIVE 犯罪者,Dead or Alive,Dead or Alive Collection,192532
